Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,PQL
13.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
14.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
15.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
16.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
17.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
18.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
19.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
20.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
1.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
2.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
3.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
4.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
5.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
6.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
7.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
8.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
9.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
10.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
11.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
12.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
13.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
14.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
15.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
16.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
17.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
18.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
19.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
20.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3
1.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
2.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
3.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
4.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
5.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
6.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
7.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
8.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
9.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
10.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
11.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
12.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
13.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
14.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
15.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
16.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
17.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
18.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
19.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
20.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3
1.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
2.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
3.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
4.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
5.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
6.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
7.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
8.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
9.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
10.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
11.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
12.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
13.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
14.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
15.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
16.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
17.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
18.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
19.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
20.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3
1.0,UC,86,3,13,18,4,7,3,6,5,Lobby 1,Semifinals,7.0,7.0,1.0,26.0,Preseason_Qualifier_3
2.0,BKMN,71,11,4,1,7,1,8,1,12,Lobby 1,Semifinals,19.0,2.0,12.0,0.0,Preseason_Qualifier_3
3.0,LFT BKGK,51,14,1,3,8,5,9,13,0,Lobby 1,Semifinals,3.0,1.0,7.0,9.0,Preseason_Qualifier_3
4.0,456,47,5,9,12,8,20,0,10,1,Lobby 1,Semifinals,5.0,3.0,2.0,6.0,Preseason_Qualifier_3
5.0,Atum,40,9,1,6,3,2,12,15,0,Lobby 1,Semifinals,4.0,3.0,14.0,0.0,Preseason_Qualifier_3
6.0,WYV,40,1,11,17,0,4,0,8,4,Lobby 1,Semifinals,13.0,1.0,10.0,2.0,Preseason_Qualifier_3
7.0,RPG,34,2,2,7,4,8,1,14,0,Lobby 1,Semifinals,2.0,3.0,20.0,0.0,Preseason_Qualifier_3
8.0,EXiA KR,31,16,0,19,0,12,2,4,10,Lobby 1,Semifinals,14.0,3.0,8.0,7.0,Preseason_Qualifier_3
9.0,YaBaL,30,10,0,4,8,15,0,9,7,Lobby 1,Semifinals,17.0,2.0,13.0,2.0,Preseason_Qualifier_3
10.0,Solid,30,20,0,9,1,19,0,17,0,Lobby 1,Semifinals,1.0,11.0,6.0,1.0,Preseason_Qualifier_3
11.0,Marine,30,12,5,2,4,14,1,16,0,Lobby 1,Semifinals,15.0,0.0,3.0,1.0,Preseason_Qualifier_3
12.0,Joel Mark,28,18,2,5,1,9,1,2,6,Lobby 1,Semifinals,9.0,1.0,16.0,0.0,Preseason_Qualifier_3
13.0,Crest,26,6,3,15,0,3,4,5,1,Lobby 1,Semifinals,18.0,0.0,15.0,2.0,Preseason_Qualifier_3
14.0,SYTH,23,13,0,8,2,10,1,3,6,Lobby 1,Semifinals,20.0,1.0,11.0,0.0,Preseason_Qualifier_3
15.0,REAH,21,8,0,14,0,16,3,11,2,Lobby 1,Semifinals,6.0,5.0,5.0,0.0,Preseason_Qualifier_3
16.0,Servelal alpha,18,15,1,10,6,18,0,18,0,Lobby 1,Semifinals,10.0,1.0,4.0,0.0,Preseason_Qualifier_3
17.0,HE,17,17,1,20,0,11,3,12,0,Lobby 1,Semifinals,8.0,9.0,18.0,0.0,Preseason_Qualifier_3
18.0,ARK5,15,4,3,13,2,17,4,20,0,Lobby 1,Semifinals,16.0,0.0,19.0,0.0,Preseason_Qualifier_3
19.0,ScL,14,19,0,11,0,6,2,7,0,Lobby 1,Semifinals,12.0,2.0,9.0,0.0,Preseason_Qualifier_3
20.0,HIT,13,7,2,16,0,13,3,19,0,Lobby 1,Semifinals,11.0,3.0,17.0,0.0,Preseason_Qualifier_3
1.0,Black,57,13,1,2,16,2,4,2,4,Lobby 2,Semifinals,16.0,0.0,6.0,1.0,Preseason_Qualifier_3
2.0,APXRS,56,6,3,13,4,7,7,14,0,Lobby 2,Semifinals,3.0,12.0,3.0,8.0,Preseason_Qualifier_3
3.0,LAG,50,20,0,3,5,5,7,20,0,Lobby 2,Semifinals,5.0,0.0,1.0,11.0,Preseason_Qualifier_3
4.0,GW,48,5,3,10,5,3,14,10,8,Lobby 2,Semifinals,17.0,3.0,20.0,0.0,Preseason_Qualifier_3
5.0,APEX反省会,46,16,0,17,0,8,9,9,0,Lobby 2,Semifinals,1.0,14.0,7.0,4.0,Preseason_Qualifier_3
6.0,NrTv.Vs,42,2,5,8,0,4,3,6,3,Lobby 2,Semifinals,8.0,3.0,4.0,2.0,Preseason_Qualifier_3
7.0,ENG,41,9,2,19,0,1,4,5,3,Lobby 2,Semifinals,2.0,3.0,11.0,1.0,Preseason_Qualifier_3
8.0,Ace1,40,1,12,16,3,15,0,4,1,Lobby 2,Semifinals,13.0,1.0,14.0,3.0,Preseason_Qualifier_3
9.0,FA Club FUG,35,4,6,1,6,17,0,15,2,Lobby 2,Semifinals,14.0,0.0,9.0,0.0,Preseason_Qualifier_3
10.0,Fujii Gaming,32,3,6,12,0,19,0,8,5,Lobby 2,Semifinals,4.0,2.0,10.0,2.0,Preseason_Qualifier_3
11.0,ORB.G,32,11,1,14,0,11,2,1,11,Lobby 2,Semifinals,6.0,0.0,18.0,0.0,Preseason_Qualifier_3
12.0,PiratesOfMirage,31,17,1,4,5,9,2,3,5,Lobby 2,Semifinals,12.0,3.0,19.0,0.0,Preseason_Qualifier_3
13.0,IBSG,29,12,1,9,1,6,3,17,0,Lobby 2,Semifinals,20.0,0.0,2.0,9.0,Preseason_Qualifier_3
14.0,RuinZ,25,19,0,5,4,14,0,18,2,Lobby 2,Semifinals,7.0,3.0,5.0,4.0,Preseason_Qualifier_3
15.0,TW,24,7,2,18,0,10,0,7,5,Lobby 2,Semifinals,10.0,3.0,17.0,4.0,Preseason_Qualifier_3
16.0,C-VA KAG,19,14,3,6,3,16,0,11,6,Lobby 2,Semifinals,19.0,0.0,12.0,1.0,Preseason_Qualifier_3
17.0,BeastMode,18,15,1,11,4,20,0,12,0,Lobby 2,Semifinals,9.0,4.0,15.0,3.0,Preseason_Qualifier_3
18.0,ORC,13,8,7,7,0,18,0,19,0,Lobby 2,Semifinals,18.0,0.0,13.0,0.0,Preseason_Qualifier_3
19.0,TFC,13,10,2,15,0,12,1,16,0,Lobby 2,Semifinals,15.0,3.0,8.0,0.0,Preseason_Qualifier_3
20.0,ARZ,8,18,2,20,0,13,0,13,1,Lobby 2,Semifinals,11.0,0.0,16.0,2.0,Preseason_Qualifier_3
1.0,LFT BKGK,87,1,8,16,1,1,22,5,3,Lobby 1,Finals,5.0,1.0,1.0,8.0,Preseason_Qualifier_3
2.0,UC,56,2,9,7,8,16,0,1,6,Lobby 1,Finals,18.0,0.0,6.0,6.0,Preseason_Qualifier_3
3.0,APXRS,49,16,9,10,3,6,6,9,2,Lobby 1,Finals,1.0,6.0,8.0,2.0,Preseason_Qualifier_3
4.0,BKMN,46,18,2,1,12,5,4,4,2,Lobby 1,Finals,10.0,1.0,13.0,1.0,Preseason_Qualifier_3
5.0,Black,44,11,4,2,8,11,0,8,4,Lobby 1,Finals,2.0,5.0,11.0,0.0,Preseason_Qualifier_3
6.0,GW,43,19,0,4,8,14,4,13,6,Lobby 1,Finals,6.0,11.0,9.0,2.0,Preseason_Qualifier_3
7.0,RPG,40,7,1,3,2,7,5,7,2,Lobby 1,Finals,16.0,0.0,2.0,5.0,Preseason_Qualifier_3
8.0,LAG,40,6,1,12,1,12,2,3,1,Lobby 1,Finals,3.0,5.0,3.0,4.0,Preseason_Qualifier_3
9.0,FA Club FUG,32,10,2,6,4,18,3,18,3,Lobby 1,Finals,13.0,6.0,12.0,7.0,Preseason_Qualifier_3
10.0,NrTv.Vs,31,3,1,5,3,4,0,10,0,Lobby 1,Finals,7.0,1.0,10.0,3.0,Preseason_Qualifier_3
11.0,YaBaL,30,4,14,15,1,13,0,17,0,Lobby 1,Finals,12.0,0.0,5.0,3.0,Preseason_Qualifier_3
12.0,Ace1,28,15,3,11,3,9,1,2,8,Lobby 1,Finals,17.0,0.0,16.0,0.0,Preseason_Qualifier_3
13.0,456,26,20,0,8,3,3,1,11,6,Lobby 1,Finals,15.0,3.0,15.0,1.0,Preseason_Qualifier_3
14.0,ORB.G,24,17,0,19,0,2,4,12,1,Lobby 1,Finals,4.0,3.0,14.0,0.0,Preseason_Qualifier_3
15.0,APEX反省会,23,13,1,14,0,15,1,6,7,Lobby 1,Finals,9.0,6.0,18.0,0.0,Preseason_Qualifier_3
16.0,Atum,21,12,0,9,0,10,0,14,3,Lobby 1,Finals,8.0,2.0,7.0,5.0,Preseason_Qualifier_3
17.0,WYV,19,5,1,18,0,8,2,16,0,Lobby 1,Finals,20.0,0.0,4.0,5.0,Preseason_Qualifier_3
18.0,ENG,13,8,0,13,0,17,0,15,3,Lobby 1,Finals,11.0,5.0,17.0,0.0,Preseason_Qualifier_3
19.0,Solid,3,14,0,20,0,20,0,20,0,Lobby 1,Finals,14.0,1.0,20.0,0.0,Preseason_Qualifier_3
20.0,EXiA KR,2,9,0,17,0,19,0,19,0,Lobby 1,Finals,19.0,0.0,19.0,0.0,Preseason_Qualifier_3
1.0,BKMN,57,1,10,6,2,12,0,1,17,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
2.0,Joel Mark,49,3,8,1,11,11,3,10,5,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
3.0,GW,41,8,7,9,0,4,13,4,7,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
4.0,APXRS,38,2,4,3,10,16,0,5,4,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
5.0,Serpens,36,5,4,2,2,3,5,9,3,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
6.0,MTR,31,9,0,8,2,1,2,2,2,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
7.0,REAH,22,6,0,14,1,2,7,14,0,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
8.0,ScL,21,10,5,7,4,9,3,8,0,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
9.0,3DONE,17,4,5,13,3,15,0,13,1,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
10.0,WYV,17,15,1,4,1,6,5,15,0,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
11.0,Ace1,16,7,1,17,0,13,0,3,4,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
12.0,PiratesOfMirage,15,12,0,5,4,8,3,11,0,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
13.0,Scarlet Fox,11,16,0,11,4,10,0,6,1,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
14.0,ORB.G,11,13,0,10,2,5,1,16,1,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
15.0,RuinZ,10,17,0,15,0,7,3,7,0,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
16.0,BEXT,7,11,1,12,0,17,0,12,3,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
17.0,WOW.AXIS,2,14,0,16,0,14,0,17,0,Lobby 1,Round_1,,,,,Preseason_Qualifier_4
1.0,Servelal alpha,74,1,11,1,11,1,10,6,3,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
2.0,Crest,44,12,7,12,4,3,7,4,12,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
3.0,YaBaL,37,10,6,2,9,5,3,8,2,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
4.0,GEMI,32,2,4,18,0,14,3,3,8,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
5.0,IBSG,29,11,2,6,6,6,10,11,3,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
6.0,456,29,8,6,13,3,11,1,2,6,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
7.0,SyS,27,4,6,4,6,17,1,7,1,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
8.0,LAG,25,18,1,16,0,9,2,1,8,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
9.0,AVA,24,13,1,3,2,4,0,5,4,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
10.0,BeastMode,22,6,3,11,3,2,2,12,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
11.0,ORC,18,3,0,5,3,15,1,13,1,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
12.0,OC,15,7,0,9,4,8,2,9,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
13.0,Welfare,12,5,1,14,1,13,1,14,2,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
14.0,Reinforce,11,9,0,17,0,7,3,10,1,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
15.0,ARK5,9,16,0,7,0,10,3,15,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
16.0,LapiLegends,5,15,2,8,0,16,0,17,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
17.0,KIBIINA-NO-OUCHI,4,14,0,10,0,12,0,16,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
18.0,track,1,17,0,15,0,18,0,18,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4
1.0,RPG,44,2,5,1,6,4,7,18,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
2.0,Ignition,40,1,9,14,3,6,3,7,6,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
3.0,ENG,40,6,3,3,7,2,4,5,3,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
4.0,RUG,34,5,5,5,6,1,2,11,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
5.0,TW,31,3,7,17,0,15,0,3,9,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
6.0,Fujii Gaming,30,7,5,9,3,11,0,2,7,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
7.0,EXiA KR,29,12,2,18,0,5,14,9,6,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
8.0,ARZ,27,10,1,6,2,13,1,1,5,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
9.0,Marine,26,15,6,8,4,3,5,13,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
10.0,TSURUGI,24,18,1,2,5,12,3,8,3,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
11.0,RAVENS,23,4,3,13,1,16,0,4,8,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
12.0,CPGaming,15,9,3,12,3,9,1,14,2,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
13.0,TVN,15,13,1,7,3,8,5,17,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
14.0,Solid,14,17,0,4,2,14,3,6,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
15.0,KaisenDONDON,12,11,0,10,2,10,2,10,1,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
16.0,C-VA KAG,11,16,1,11,4,7,0,15,1,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
17.0,Creatives,4,8,0,16,0,18,0,12,1,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
18.0,A6G,3,14,0,15,1,17,0,16,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_4
1.0,UC,60,3,13,14,3,9,4,1,18,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
2.0,FA Club FUG,46,1,8,2,7,7,5,9,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
3.0,SYTH,45,5,6,1,7,5,2,7,7,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
4.0,Zenith,45,8,1,6,4,1,8,2,6,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
5.0,D4RK,27,2,8,17,0,17,0,5,6,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
6.0,HE,27,17,0,3,2,2,7,15,1,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
7.0,LandMarkGondola,25,12,0,13,3,3,10,11,2,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
8.0,HIT,25,7,1,4,7,8,1,4,1,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
9.0,JDT,19,13,0,5,6,13,3,10,2,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
10.0,NAT,19,11,0,9,5,4,5,12,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
11.0,Atum,19,4,2,7,0,6,2,8,2,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
12.0,Farley,17,10,4,8,3,15,0,6,2,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
13.0,NANB,12,14,0,12,0,14,0,3,2,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
14.0,TeamRoyHage,10,9,1,15,0,10,3,13,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
15.0,Birthday Boy,7,6,4,16,0,16,0,17,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
16.0,Ark cha Puppy,6,16,0,10,2,12,1,16,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
17.0,WGT,4,15,0,11,0,11,0,14,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
18.0,Core Second,0,20,0,20,0,20,0,20,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_4
1.0,BKMN,77,1,9,11,0,6,8,1,13,Lobby 1,Semifinals,3.0,7.0,11.0,4.0,Preseason_Qualifier_4
2.0,LAG,72,6,5,1,11,5,3,15,0,Lobby 1,Semifinals,2.0,10.0,4.0,9.0,Preseason_Qualifier_4
3.0,IBSG,49,4,2,6,3,7,1,2,7,Lobby 1,Semifinals,1.0,4.0,17.0,0.0,Preseason_Qualifier_4
4.0,MTR,48,11,3,10,2,8,4,8,0,Lobby 1,Semifinals,9.0,5.0,1.0,13.0,Preseason_Qualifier_4
5.0,APXRS,45,5,5,9,1,14,3,7,6,Lobby 1,Semifinals,5.0,12.0,16.0,4.0,Preseason_Qualifier_4
6.0,ScL,42,2,6,3,5,19,0,3,1,Lobby 1,Semifinals,8.0,0.0,5.0,1.0,Preseason_Qualifier_4
7.0,456,38,13,9,18,3,16,3,5,4,Lobby 1,Semifinals,18.0,0.0,2.0,5.0,Preseason_Qualifier_4
8.0,Serpens,38,9,3,5,5,9,0,18,1,Lobby 1,Semifinals,4.0,4.0,3.0,5.0,Preseason_Qualifier_4
9.0,GEMI,34,19,0,4,8,3,6,11,0,Lobby 1,Semifinals,17.0,0.0,7.0,4.0,Preseason_Qualifier_4
10.0,Servelal alpha,34,18,0,7,2,4,1,4,9,Lobby 1,Semifinals,10.0,3.0,9.0,2.0,Preseason_Qualifier_4
11.0,SyS,34,8,0,13,0,2,11,9,0,Lobby 1,Semifinals,7.0,4.0,8.0,0.0,Preseason_Qualifier_4
12.0,Joel Mark,31,17,0,2,9,20,0,6,4,Lobby 1,Semifinals,13.0,0.0,15.0,4.0,Preseason_Qualifier_4
13.0,AVA,30,16,0,17,0,1,11,13,2,Lobby 1,Semifinals,16.0,1.0,14.0,2.0,Preseason_Qualifier_4
14.0,GW,26,3,5,12,0,18,1,17,4,Lobby 1,Semifinals,15.0,6.0,13.0,0.0,Preseason_Qualifier_4
15.0,Crest,21,20,1,8,3,13,3,14,5,Lobby 1,Semifinals,11.0,1.0,19.0,3.0,Preseason_Qualifier_4
16.0,3DONE,16,10,9,19,0,17,0,16,0,Lobby 1,Semifinals,19.0,0.0,6.0,2.0,Preseason_Qualifier_4
17.0,BeastMode,13,7,1,14,3,12,2,20,0,Lobby 1,Semifinals,20.0,0.0,12.0,1.0,Preseason_Qualifier_4
18.0,YaBaL,12,14,0,15,0,11,1,10,1,Lobby 1,Semifinals,6.0,0.0,10.0,0.0,Preseason_Qualifier_4
19.0,WYV,9,15,1,16,3,10,0,12,0,Lobby 1,Semifinals,12.0,0.0,20.0,0.0,Preseason_Qualifier_4
20.0,REAH,4,12,0,20,0,15,0,19,0,Lobby 1,Semifinals,14.0,0.0,18.0,1.0,Preseason_Qualifier_4
1.0,NAT,69,4,8,5,1,10,4,1,7,Lobby 2,Semifinals,10.0,4.0,2.0,11.0,Preseason_Qualifier_4
2.0,RPG,65,5,2,1,7,3,7,4,4,Lobby 2,Semifinals,5.0,2.0,4.0,6.0,Preseason_Qualifier_4
3.0,SYTH,60,18,0,2,16,2,7,11,1,Lobby 2,Semifinals,2.0,3.0,5.0,1.0,Preseason_Qualifier_4
4.0,Marine,57,3,5,20,1,13,2,2,8,Lobby 2,Semifinals,17.0,1.0,1.0,11.0,Preseason_Qualifier_4
5.0,EXiA KR,47,7,8,14,4,1,10,15,0,Lobby 2,Semifinals,14.0,3.0,16.0,4.0,Preseason_Qualifier_4
6.0,UC,46,14,0,12,6,5,6,18,3,Lobby 2,Semifinals,1.0,11.0,9.0,0.0,Preseason_Qualifier_4
7.0,D4RK,45,10,6,3,9,18,4,14,2,Lobby 2,Semifinals,18.0,0.0,3.0,7.0,Preseason_Qualifier_4
